origintime,longitude,latitude,altitude
2017-01-01 02:15:00,147.501507649,9.62343655916,632.272632214
2017-01-01 02:16:00,146.731780765,5.93846941959,632.404172511
2017-01-01 02:17:00,145.96895166,2.25288211244,632.689808747
2017-01-01 02:18:00,145.208748907,-1.43263852673,633.130409833
2017-01-01 02:19:00,144.446987871,-5.11741000191,633.724294982
2017-01-01 02:20:00,143.679433852,-8.80075142008,634.467240372
2017-01-01 02:21:00,142.901661807,-12.4819804316,635.352530708
2017-01-01 02:22:00,142.108902703,-16.1604090128,636.371054651
2017-01-01 02:23:00,141.295865004,-19.8353371522,637.511442164
2017-01-01 02:24:00,140.456516638,-23.5060432847,638.760240994
2017-01-01 02:25:00,139.583807541,-27.1717699545,640.102128739
2017-01-01 02:26:00,138.669304462,-30.8317025947,641.520156311
2017-01-01 02:27:00,137.702696152,-34.484938345,642.996018073
2017-01-01 02:28:00,136.671105159,-38.1304402498,644.51034352
2017-01-01 02:29:00,135.558106209,-41.7669695298,646.043005113
2017-01-01 02:30:00,134.342289909,-45.392984091,647.573436741
2017-01-01 02:31:00,132.995103602,-49.0064834167,649.080957261
2017-01-01 02:32:00,131.477509039,-52.6047653326,650.545093663
2017-01-01 02:33:00,129.734637842,-56.1840322087,651.945898633
2017-01-01 02:34:00,127.686930474,-59.7387285212,653.264257516
2017-01-01 02:35:00,125.214840966,-63.2603749909,654.482180079
2017-01-01 02:36:00,122.131246865,-66.7354055406,655.583072837
2017-01-01 02:37:00,118.129375633,-70.1409031121,656.551988149
2017-01-01 02:38:00,112.680747748,-73.4356102373,657.375846743
2017-01-01 02:39:00,104.835346618,-76.5397075389,658.043630795
2017-01-01 02:40:00,92.892480556,-79.2880217851,658.546545137
2017-01-01 02:41:00,74.3953220155,-81.3367819468,658.878144659
2017-01-01 02:42:00,49.0252361382,-82.1211652924,659.034426387
2017-01-01 02:43:00,23.7899074575,-81.2929037555,659.01388519
2017-01-01 02:44:00,5.5100464654,-79.2172380588,658.817532495
2017-01-01 02:45:00,-6.28293903539,-76.455462225,658.448877815
2017-01-01 02:46:00,-14.0404592128,-73.3447007432,657.913873338
2017-01-01 02:47:00,-19.4370805818,-70.0466231176,657.220822227
2017-01-01 02:48:00,-23.4066714895,-66.6394733122,656.380251749
2017-01-01 02:49:00,-26.4691917318,-63.1637782918,655.404752765
2017-01-01 02:50:00,-28.9268930046,-59.6420916401,654.308787564
2017-01-01 02:51:00,-30.9643967196,-56.0877848045,653.108468491
2017-01-01 02:52:00,-32.6997980979,-52.5092254384,651.821310268
2017-01-01 02:53:00,-34.2117766893,-48.9119008003,650.465959352
2017-01-01 02:54:00,-35.5546453396,-45.2995641004,649.061904139
2017-01-01 02:55:00,-36.7670790868,-41.6748867611,647.62917022
2017-01-01 02:56:00,-37.877385742,-38.0398466297,646.188005314
2017-01-01 02:57:00,-38.9068051968,-34.3959680098,644.758558786
2017-01-01 02:58:00,-39.8716426262,-30.7444748619,643.360560995
2017-01-01 02:59:00,-40.7846886712,-27.0863911245,642.013007846
2017-01-01 03:00:00,-41.6561907365,-23.4226077079,640.733856039
2017-01-01 03:01:00,-42.4945344418,-19.75392783,639.539734493
2017-01-01 03:02:00,-43.3067339,-16.0810979038,638.445677253
2017-01-01 03:03:00,-44.0987938311,-12.4048285757,637.464882943
2017-01-01 03:04:00,-44.8759848742,-8.72580895769,636.608505422
2017-01-01 03:05:00,-45.643060127,-5.04471614392,635.88547976
2017-01-01 03:06:00,-46.4044326149,-1.36222151376,635.302387022
2017-01-01 03:07:00,-47.1643282022,2.32100503198,634.863360589
2017-01-01 03:08:00,-47.926925391,6.00429197007,634.570035925
2017-01-01 03:09:00,-48.696491879,9.68696336104,634.421544792
2017-01-01 03:10:00,-49.4775273243,13.3683355628,634.414554003
2017-01-01 03:11:00,-50.2749225658,17.0477125987,634.543347866
2017-01-01 03:12:00,-51.0941475117,20.7243791867,634.799952575
2017-01-01 03:13:00,-51.9414835908,24.3975901869,635.174299943
2017-01-01 03:14:00,-52.8243226756,28.0665547982,635.654427097
2017-01-01 03:15:00,-53.7515640827,31.7304131534,636.226708089
2017-01-01 03:16:00,-54.7341567494,35.3882018505,636.876112785
2017-01-01 03:17:00,-55.7858590416,39.0388031233,637.586487995
2017-01-01 03:18:00,-56.9243306803,42.6808692737,638.34085546
2017-01-01 03:19:00,-58.1727431808,46.3127086538,639.121721157
2017-01-01 03:20:00,-59.5622215642,49.9321099722,639.911390321
2017-01-01 03:21:00,-61.1356600913,53.5360640777,640.692282648
2017-01-01 03:22:00,-62.953888761,57.1203083838,641.447242316
2017-01-01 03:23:00,-65.1060196167,60.6785503097,642.159837695
2017-01-01 03:24:00,-67.7275444689,64.2010794129,642.814645981
2017-01-01 03:25:00,-71.0334518415,67.6721462202,643.397518344
2017-01-01 03:26:00,-75.3816134988,71.0646892546,643.89582163
2017-01-01 03:27:00,-81.3980870283,74.3289767956,644.298653113
2017-01-01 03:28:00,-90.2185386791,77.3666073799,644.597025257
2017-01-01 03:29:00,-103.829975444,79.9708739909,644.784017969
2017-01-01 03:30:00,-124.631810608,81.7232654963,644.854896271
2017-01-01 03:31:00,-151.079630856,82.0403649366,644.807191845
2017-01-01 03:32:00,-174.680463471,80.7730002705,644.640747374
2017-01-01 03:33:00,169.184814365,78.4302607891,644.357723077
2017-01-01 03:34:00,158.820390113,75.524556435,643.96256535
2017-01-01 03:35:00,151.904507796,72.3307097616,643.461937859
2017-01-01 03:36:00,147.012992984,68.9788080128,642.86461597
2017-01-01 03:37:00,143.361587812,65.5328531925,642.181345831
2017-01-01 03:38:00,140.509578656,62.0267136629,641.424669974
2017-01-01 03:39:00,138.197246415,58.4796237892,640.608721747
2017-01-01 03:40:00,136.263793118,54.903198112,639.748991425
2017-01-01 03:41:00,134.605104905,51.3048290362,638.862067308
2017-01-01 03:42:00,133.15107263,47.689444509,637.965355618
2017-01-01 03:43:00,131.852844106,44.060471877,637.076783434
2017-01-01 03:44:00,130.675342773,40.4203936873,636.214489346
2017-01-01 03:45:00,129.592702054,36.7710822019,635.396506842
2017-01-01 03:46:00,128.585379794,33.1140081033,634.640445763
2017-01-01 03:47:00,127.63827629,29.4503746157,633.963177359
2017-01-01 03:48:00,126.739471335,25.7812057333,633.380528583
2017-01-01 03:49:00,125.879353937,22.1074052594,632.906991271
2017-01-01 03:50:00,125.050007221,18.4297967308,632.55545172
2017-01-01 03:51:00,124.244762519,14.7491505144,632.336945912
2017-01-01 03:52:00,123.457867268,11.0662021343,632.260445252
2017-01-01 03:53:00,122.68423005,7.38166454409,632.332677155
2017-01-01 03:54:00,121.919217677,3.69623623679,632.557984173
2017-01-01 03:55:00,121.158486447,0.0106065776314,632.938224613
2017-01-01 03:56:00,120.397834155,-3.6745405655,633.472716736
2017-01-01 03:57:00,119.633062017,-7.35852399555,634.158227762
2017-01-01 03:58:00,118.859836859,-11.0406623488,634.989007922
2017-01-01 03:59:00,118.073543966,-14.720270435,635.956868902
2017-01-01 04:00:00,117.269119841,-18.3966538679,637.051305067
2017-01-01 04:01:00,116.440851665,-22.0691009292,638.259655007
2017-01-01 04:02:00,115.582125939,-25.7368703127,639.567300138
2017-01-01 04:03:00,114.685101744,-29.3991729028,640.957896419
2017-01-01 04:04:00,113.740272841,-33.0551449424,642.413634635
2017-01-01 04:05:00,112.735864698,-36.7038086506,643.915524277
2017-01-01 04:06:00,111.656982876,-40.3440141846,645.443695714
2017-01-01 04:07:00,110.484379487,-43.9743531891,646.977715153
2017-01-01 04:08:00,109.192618777,-47.5930277859,648.496906854
2017-01-01 04:09:00,107.747270822,-51.1976473359,649.980677085
2017-01-01 04:10:00,106.100482632,-54.7849037226,651.408834488
2017-01-01 04:11:00,104.183741974,-58.3500336751,652.761901763
2017-01-01 04:12:00,101.895588405,-61.8858898851,654.021413919
2017-01-01 04:13:00,99.0798329243,-65.3812544731,655.170198683
2017-01-01 04:14:00,95.4851649369,-68.8175952428,656.19263512
2017-01-01 04:15:00,90.6869875636,-72.1624079327,657.074886933
2017-01-01 04:16:00,83.9329693883,-75.3545942381,657.805107385
2017-01-01 04:17:00,73.8592315577,-78.2706946022,658.373613251
2017-01-01 04:18:00,58.2146779968,-80.6505025742,658.773025657
2017-01-01 04:19:00,35.1489381201,-82.0015546208,658.998376148
2017-01-01 04:20:00,8.69229058229,-81.7993102091,659.047176733
2017-01-01 04:21:00,-12.5853465227,-80.1388932999,658.919453137
2017-01-01 04:22:00,-26.6178966579,-77.5920851237,658.617740883
2017-01-01 04:23:00,-35.7035886328,-74.5916318989,658.1470443
2017-01-01 04:24:00,-41.8810294313,-71.3544162506,657.514758922
2017-01-01 04:25:00,-46.3304272291,-67.9836924432,656.73055824
2017-01-01 04:26:00,-49.7031147704,-64.5314356635,655.806246147
2017-01-01 04:27:00,-52.3706864196,-61.0257897896,654.755576916
2017-01-01 04:28:00,-54.5557895998,-57.4830511035,653.594044937
2017-01-01 04:29:00,-56.3983791597,-53.9132140337,652.338646976
2017-01-01 04:30:00,-57.9902838493,-50.3227180771,651.007620094
2017-01-01 04:31:00,-59.3940546681,-46.7158974105,649.620158877
2017-01-01 04:32:00,-60.653715147,-43.095789663,648.19611602
2017-01-01 04:33:00,-61.8011543068,-39.4646092761,646.755690729
2017-01-01 04:34:00,-62.8600742818,-35.8240360731,645.319109753
2017-01-01 04:35:00,-63.8485116076,-32.175397295,643.906306169
2017-01-01 04:36:00,-64.7804971881,-28.5197856984,642.536601237
2017-01-01 04:37:00,-65.6671799277,-24.8581378746,641.228394809
2017-01-01 04:38:00,-66.517607299,-21.1912870153,639.998869768
2017-01-01 04:39:00,-67.339281421,-17.5199987959,638.863715898
2017-01-01 04:40:00,-68.1385654622,-13.8449958399,637.836878361
2017-01-01 04:41:00,-68.9209890138,-10.166974325,636.930335605
2017-01-01 04:42:00,-69.6914849221,-6.48661514104,636.153911043
2017-01-01 04:43:00,-70.4545800997,-2.80459129978,635.51512227
2017-01-01 04:44:00,-71.2145565565,0.878427140083,635.019070834
2017-01-01 04:45:00,-71.9755951052,4.56176962929,634.668374813
2017-01-01 04:46:00,-72.741912054,8.24476230916,634.463145547
2017-01-01 04:47:00,-73.5178983991,11.9267250151,634.401008996
2017-01-01 04:48:00,-74.3082712819,15.6069672796,634.477171222
2017-01-01 04:49:00,-75.1182490033,19.2847824095,634.684526612
2017-01-01 04:50:00,-75.9537638059,22.9594385061,635.013806551
2017-01-01 04:51:00,-76.8217316396,26.6301649539,635.453765481
2017-01-01 04:52:00,-77.7304061588,30.2961323313,635.991400522
2017-01-01 04:53:00,-78.6898570958,33.9564227847,636.612200255
2017-01-01 04:54:00,-79.7126340005,37.6099863971,637.300417763
2017-01-01 04:55:00,-80.8147107425,41.2555765818,638.039362664
2017-01-01 04:56:00,-82.0168642296,44.8916532386,638.811706642
2017-01-01 04:57:00,-83.3467417467,48.51623486,639.599796897
2017-01-01 04:58:00,-84.8420524557,52.1266669941,640.385971923
2017-01-01 04:59:00,-86.5556555178,55.7192483356,641.15287418
2017-01-01 05:00:00,-88.5639684224,59.2886038284,641.883754431
2017-01-01 05:01:00,-90.9814298195,62.8265858483,642.562762825
2017-01-01 05:02:00,-93.9864942819,66.320245288,643.175222171
2017-01-01 05:03:00,-97.8705426009,69.7478531737,643.707879268
2017-01-01 05:04:00,-103.133651493,73.0705590714,644.149130595
2017-01-01 05:05:00,-110.673446035,76.2136958815,644.489219151
2017-01-01 05:06:00,-122.109715545,79.0233262433,644.720399709
2017-01-01 05:07:00,-139.896989922,81.1762165359,644.837070242
2017-01-01 05:08:00,-164.869790214,82.1155736212,644.835867776
2017-01-01 05:09:00,169.370930647,81.4327082103,644.715727392
2017-01-01 05:10:00,150.318419498,79.4374392952,644.477903611
2017-01-01 05:11:00,138.01214422,76.7076403538,644.125953853
2017-01-01 05:12:00,129.963468436,73.6054886923,643.665684165
2017-01-01 05:13:00,124.399726819,70.305337261,643.105057866
2017-01-01 05:14:00,120.32932549,66.8909951848,642.454068288
2017-01-01 05:15:00,117.202756541,63.4055349014,641.724577234
2017-01-01 05:16:00,114.702457407,59.8727742257,640.930121304
2017-01-01 05:17:00,112.63550713,56.3067700024,640.085688731
2017-01-01 05:18:00,110.879083591,52.7162944548,639.207469841
2017-01-01 05:19:00,109.351688271,49.1070937478,638.312584775
2017-01-01 05:20:00,107.997257129,45.4830997323,637.41879253
2017-01-01 05:21:00,106.775987831,41.8471156997,636.544185838
2017-01-01 05:22:00,105.658824151,38.2012225942,635.706876781
2017-01-01 05:23:00,104.624015911,34.5470291,634.924678357
2017-01-01 05:24:00,103.65490197,30.8858306225,634.214787448
2017-01-01 05:25:00,102.738438526,27.2187129956,633.593474832
2017-01-01 05:26:00,101.864195265,23.5466214668,633.075787863
2017-01-01 05:27:00,101.023652827,19.8704071944,632.675271423
2017-01-01 05:28:00,100.209698585,16.1908587857,632.403712501
2017-01-01 05:29:00,99.4162551774,12.5087236752,632.270913434
2017-01-01 05:30:00,98.6379988515,8.82472250623,632.284498381
2017-01-01 05:31:00,97.8701386161,5.13955868268,632.449756957
2017-01-01 05:32:00,97.1082359106,1.45392464801,632.76952832
2017-01-01 05:33:00,96.3480498865,-2.23149393248,633.244128109
2017-01-01 05:34:00,95.5853966382,-5.91601512964,633.871319828
2017-01-01 05:35:00,94.8160124135,-9.59895801299,634.64633129
2017-01-01 05:36:00,94.0354113052,-13.2796394123,635.561915828
2017-01-01 05:37:00,93.23872728,-16.9573693317,636.608457016
2017-01-01 05:38:00,92.4205284848,-20.6314440387,637.774114781
2017-01-01 05:39:00,91.574588252,-24.3011356093,639.045009933
2017-01-01 05:40:00,90.6935914011,-27.9656763039,640.405443432
2017-01-01 05:41:00,89.7687451019,-31.6242354922,641.838146058
2017-01-01 05:42:00,88.7892485288,-35.2758857677,643.324553677
2017-01-01 05:43:00,87.7415511731,-38.9195531323,644.845102899
2017-01-01 05:44:00,86.6082891572,-42.5539431627,646.379541698
2017-01-01 05:45:00,85.3667199413,-46.1774299544,647.907249446
2017-01-01 05:46:00,83.986354822,-49.7878855356,649.407560841
2017-01-01 05:47:00,82.4252692577,-53.3824106432,650.860088297
2017-01-01 05:48:00,80.6241584522,-56.9568954641,652.245037624
2017-01-01 05:49:00,78.4963988146,-60.5052739014,653.543512082
2017-01-01 05:50:00,75.9107330923,-64.0181969043,654.737800274
2017-01-01 05:51:00,72.6597276074,-67.4805401444,655.811643746
2017-01-01 05:52:00,68.3996790514,-70.8664208282,656.750480593
2017-01-01 05:53:00,62.5322490947,-74.1285357356,657.541661831
2017-01-01 05:54:00,53.9758101818,-77.173901543,658.174637755
2017-01-01 05:55:00,40.8279637007,-79.808161917,658.641111971
2017-01-01 05:56:00,20.667936516,-81.6351185863,658.935161255
2017-01-01 05:57:00,-5.49851780821,-82.0762288909,659.053319821
2017-01-01 05:58:00,-29.5280208218,-80.9273113644,658.994627049
2017-01-01 05:59:00,-46.2031444182,-78.661552862,658.760638141
2017-01-01 06:00:00,-56.9304904969,-75.8033882051,658.355397615
2017-01-01 06:01:00,-64.0654378122,-72.6422368606,657.78537595
2017-01-01 06:02:00,-69.0919083602,-69.3156404216,657.059370165
2017-01-01 06:03:00,-72.830421745,-65.891019745,656.18836951
2017-01-01 06:04:00,-75.7413373186,-62.4038584623,655.185387915
2017-01-01 06:05:00,-78.0951512471,-58.8741929468,654.065265272
2017-01-01 06:06:00,-80.0588186231,-55.3140509978,652.844440108
2017-01-01 06:07:00,-81.7401314256,-51.731040167,651.540696624
2017-01-01 06:08:00,-83.211489679,-48.130196574,650.172889575
2017-01-01 06:09:00,-84.5232263913,-44.5149951257,648.760650862
2017-01-01 06:10:00,-85.7114067723,-40.8879303155,647.32408215
2017-01-01 06:11:00,-86.8025760518,-37.250864966,645.883438197
2017-01-01 06:12:00,-87.8167533394,-33.6052474609,644.458805887
2017-01-01 06:13:00,-88.7693801188,-29.952251238,643.069784242
2017-01-01 06:14:00,-89.6726252659,-26.2928665713,641.735170822
2017-01-01 06:15:00,-90.5362826113,-22.6279620715,640.472660019
2017-01-01 06:16:00,-91.368404094,-18.9583263907,639.29855868
2017-01-01 06:17:00,-92.1757578254,-15.2846966501,638.22752435
2017-01-01 06:18:00,-92.9641684346,-11.6077777853,637.272331096
2017-01-01 06:19:00,-93.7387776085,-7.92825560429,636.443667483
2017-01-01 06:20:00,-94.5042507119,-4.24680549452,635.749970673
2017-01-01 06:21:00,-95.2649478338,-0.564098190716,635.197299998
2017-01-01 06:22:00,-96.0250729573,3.11919630917,634.789252551
2017-01-01 06:23:00,-96.7888122521,6.8024057776,634.526922519
2017-01-01 06:24:00,-97.5604711613,10.4848529253,634.408905057
2017-01-01 06:25:00,-98.3446198209,14.165851899,634.431344599
2017-01-01 06:26:00,-99.1462573564,17.8447032334,634.588026563
2017-01-01 06:27:00,-99.9710079158,21.5206862216,634.870510491
2017-01-01 06:28:00,-100.825365397,25.1930473846,635.268301884
2017-01-01 06:29:00,-101.71701053,28.8609832505,635.76905916
2017-01-01 06:30:00,-102.655234642,32.5236148956,636.35883157
2017-01-01 06:31:00,-103.651521735,36.1799504612,637.022323349
2017-01-01 06:32:00,-104.720368648,39.8288298143,637.743178939
2017-01-01 06:33:00,-105.880470262,43.4688420558,638.504283904
2017-01-01 06:34:00,-107.156477681,47.0982005522,639.288075935
2017-01-01 06:35:00,-108.581680828,50.7145493278,640.076860373
2017-01-01 06:36:00,-110.202229905,54.3146544131,640.853124732
2017-01-01 06:37:00,-112.084010885,57.8938943099,641.599846902
2017-01-01 06:38:00,-114.324281894,61.4453830537,642.300791983
2017-01-01 06:39:00,-117.072222726,64.9583851745,642.940793056
2017-01-01 06:40:00,-120.566915383,68.4152828705,643.506011564
2017-01-01 06:41:00,-125.210684625,71.7853853445,643.984173454
2017-01-01 06:42:00,-131.714403917,75.0113969921,644.364777672
2017-01-01 06:43:00,-141.370301011,77.9781713642,644.639274077
2017-01-01 06:44:00,-156.364839697,80.4425480338,644.801208351
2017-01-01 06:45:00,-178.801923511,81.931366888,644.846331963
2017-01-01 06:46:00,154.564420396,81.8888624781,644.772675721
2017-01-01 06:47:00,132.503402303,80.3351209559,644.58058595
2017-01-01 06:48:00,117.845501714,77.8356164797,644.272722811
2017-01-01 06:49:00,108.395048602,74.850802359,643.854020748
2017-01-01 06:50:00,102.010952256,71.6147588186,643.331611548
2017-01-01 06:51:00,97.4394506404,68.2384245139,642.71471097
2017-01-01 06:52:00,93.99070629,64.777202257,642.014470405
2017-01-01 06:53:00,91.2734065258,61.2608816716,641.243795491
2017-01-01 06:54:00,89.0544165411,57.7066212885,640.417134157
2017-01-01 06:55:00,87.187922014,54.1249080554,639.550237003
2017-01-01 06:56:00,85.5786602509,50.5224870241,638.659893466
2017-01-01 06:57:00,84.1619795328,46.9038972454,637.763647663
